CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,AvgQuantityPerTransaction,CustomerTenureDays,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,NegativeQuantityCount,ReturnRatio,Age,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,CustomerType,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,ChurnRiskCategory,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country,Churn,Reg_Year,Reg_Month,Reg_Day,IP_Octet_1,IP_Octet_2,IP_Octet_3,IP_Octet_4,PreferredHour_sin,PreferredHour_cos,PreferredMonth_sin,PreferredMonth_cos,PreferredDayOfWeek_sin,PreferredDayOfWeek_cos
13705,8,1.3862943611198906,6.570686864682323,25.423571428571428,29.77312934874216,12.964285714285714,366,0.0,13.51851851851852,25,8.333333333333334,0,0.0,41.0,1.0,5.0,2,2,0,2,1,1,8,0,1,0,1,0,1,0,23,0,2010,10,24,3,185,161,135,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,0.0,1.0
13767,2,3.970291913552122,9.737888000436493,42.47045112781954,55.98517467790531,18.19047619047619,371,0.0927318295739348,0.8793969849246231,55,1.0576923076923077,31,0.0776942355889724,70.0,2.0,4.0,0,5,3,0,1,0,8,0,1,1,0,0,0,0,23,0,2010,6,2,4,4,120,119,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,0.0,1.0
17924,1,2.6390573296152584,7.97119969729001,76.16657894736842,82.68118539129574,30.026315789473685,372,0.0,9.91891891891892,27,2.076923076923077,7,0.1842105263157894,19.0,2.0,1.0,0,0,3,0,0,1,8,0,1,0,0,0,2,0,23,0,2010,1,1,228,155,214,214,0.3984010898462414,-0.917211301505453,-0.8660254037844386,0.5000000000000001,0.0,1.0
13448,17,2.3978952727983707,8.151238177663497,17.415427135678396,13.9076639976737,8.231155778894472,357,0.0,1.7828282828282829,137,13.7,4,0.0201005025125628,49.0,3.0,1.0,0,6,3,0,0,2,8,3,1,0,1,0,1,0,23,0,2010,5,10,17,237,226,96,-0.1361666490962464,-0.9906859460363308,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001
15862,8,1.6094379124341003,6.727288001948364,5.665850340136054,6.137081078919305,3.979591836734694,365,0.0,2.493150684931507,142,35.5,0,0.0,61.0,1.0,1.0,2,4,0,2,1,1,8,0,1,0,2,0,0,3,23,0,2010,9,16,244,70,182,97,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
15513,31,3.1354942159291497,9.583425528808093,46.24229299363058,49.33480116740088,17.659235668789808,342,0.1687898089171974,1.0702875399361025,183,8.318181818181818,6,0.019108280254777,47.0,3.0,5.0,0,3,3,4,2,2,8,3,2,1,0,0,2,0,23,0,2010,7,24,8,114,253,181,-0.1361666490962464,-0.9906859460363308,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
16218,30,2.1972245773362196,8.025146795634955,33.943,28.548470411021825,23.07777777777778,343,0.0666666666666666,3.831460674157303,56,7.0,6,0.0666666666666666,49.0,3.0,3.0,0,6,3,4,1,1,8,3,1,1,0,0,2,0,23,0,2010,7,12,202,40,122,135,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
14307,89,1.9459101490553132,8.005607278703838,16.642888888888887,7.1135332104509565,11.433333333333334,284,0.0,1.5754189944134078,150,25.0,0,0.0,38.0,3.0,4.0,2,2,3,2,1,1,8,3,3,0,1,0,0,0,23,0,2010,11,15,171,77,175,49,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
17920,4,2.8903717578961645,8.344291131538737,6.040373563218392,8.370918354927017,3.614942528735632,369,0.2183908045977011,0.516546762589928,407,23.94117647058824,0,0.0,49.0,3.0,3.0,0,6,3,0,1,0,8,0,1,1,2,0,1,0,23,0,2010,11,22,72,134,203,221,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004
13255,4,1.3862943611198906,5.972944097470603,27.90428571428572,23.04183209672413,12.428571428571429,369,0.0,28.384615384615383,13,4.333333333333333,1,0.0714285714285714,39.0,1.0,1.0,2,2,2,2,0,2,8,0,1,0,1,1,0,0,23,0,2010,9,17,71,150,187,175,-0.39840108984624156,-0.9172113015054529,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
13758,12,2.0794415416798357,8.068575249491177,27.26965811965812,22.17251330891097,15.760683760683762,361,0.4786324786324786,3.0948275862068964,104,14.857142857142858,0,0.0,49.0,3.0,3.0,0,6,3,4,2,0,8,3,1,1,0,0,0,0,23,0,2010,8,24,182,174,169,248,-0.816969893010442,-0.5766803221148672,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0
15983,22,1.6094379124341003,7.2977818234011105,13.053274336283186,15.413203838782298,7.893805309734513,351,0.0,3.125,82,20.5,0,0.0,44.0,3.0,-1.0,0,2,0,2,1,2,8,3,1,0,1,0,0,0,23,0,2010,1,22,160,30,46,220,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
14849,22,3.367295829986474,8.975412659369136,20.16397959183673,14.508505979568442,14.428571428571429,351,0.0,0.887468030690537,159,5.678571428571429,4,0.010204081632653,76.0,2.0,4.0,0,5,3,0,3,1,8,3,1,0,1,0,0,0,23,0,2010,3,8,105,180,96,217,0.1361666490962471,-0.9906859460363306,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
16210,2,2.9444389791664403,9.956473663301196,171.43333333333337,452.75777216069145,61.45528455284553,372,0.0,2.9836065573770494,74,4.111111111111111,0,0.0,49.0,2.0,5.0,0,6,3,0,1,2,8,0,1,0,0,0,1,0,23,0,2010,12,15,89,234,168,231,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
17897,173,1.6094379124341003,6.2972934650407995,4.705217391304348,8.761843448168955,1.9391304347826088,200,0.0,1.7543859649122806,100,25.0,1,0.008695652173913,45.0,2.0,3.0,3,3,0,1,1,1,8,3,0,0,2,0,1,0,23,1,2010,11,9,126,61,120,172,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,0.0,1.0
17377,24,3.091042453358316,8.275865302668176,9.369737470167063,16.0671952539341,4.952267303102626,349,0.1408114558472553,0.8157894736842105,191,9.095238095238097,1,0.0023866348448687,77.0,3.0,-1.0,0,5,3,0,0,1,8,3,1,1,2,0,0,0,23,0,2010,11,22,241,190,121,172,0.3984010898462414,-0.917211301505453,-0.5000000000000004,0.8660254037844384,0.0,1.0
17181,57,1.0986122886681098,5.488607092991169,10.431304347826083,21.67213739183182,10.478260869565217,316,0.0,14.363636363636363,23,11.5,0,0.0,32.0,2.0,3.0,3,1,2,2,0,0,8,3,2,0,1,0,1,0,23,0,2010,8,18,223,236,11,25,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
17951,40,1.6094379124341003,6.9005695231674125,47.18285714285715,50.33315379974289,29.047619047619047,333,0.0,16.65,18,4.5,1,0.0476190476190476,49.0,1.0,4.0,2,6,0,2,0,2,8,3,2,0,0,1,2,0,23,0,2010,11,4,189,46,54,244,-0.1361666490962464,-0.9906859460363308,-0.8660254037844386,0.5000000000000001,0.0,1.0
15012,54,1.0986122886681098,6.052183282142688,3.305,2.477535923446622,1.8046875,319,0.0,2.5118110236220472,110,55.0,0,0.0,79.0,1.0,3.0,3,5,2,2,0,2,8,3,2,0,2,0,2,0,23,0,2010,8,27,227,253,93,116,-0.1361666490962464,-0.9906859460363308,-0.8660254037844386,0.5000000000000001,0.0,1.0
12868,186,1.9459101490553132,7.383405436539506,15.0192523364486,5.904255373135322,8.672897196261681,187,0.0,1.7452830188679245,72,12.0,0,0.0,49.0,6.0,0.0,2,6,0,3,1,0,8,3,0,0,1,0,0,0,23,1,2010,10,17,76,133,76,221,-0.816969893010442,-0.5766803221148672,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998
17572,71,1.6094379124341003,5.432629704155631,18.89583333333333,3.697939127119155,7.916666666666667,302,0.0,27.27272727272728,7,1.75,0,0.0,61.0,2.0,1.0,3,4,2,2,2,2,8,3,3,0,1,1,2,2,23,0,2010,9,9,163,212,37,188,-0.1361666490962464,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
14078,102,1.9459101490553132,6.957849354594203,16.144153846153845,32.05769383530982,4.769230769230769,271,0.0,4.203125,46,7.666666666666667,0,0.0,72.0,1.0,2.0,2,5,0,1,3,2,8,3,0,0,2,0,1,0,23,1,2010,12,3,193,144,30,201,-0.1361666490962464,-0.9906859460363308,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
14001,46,1.6094379124341003,7.616938197087467,50.75825,53.16003761683278,23.975,327,0.0,8.35897435897436,35,8.75,1,0.025,69.0,2.0,3.0,2,5,3,2,2,1,8,3,2,0,0,0,0,0,23,0,2010,11,27,42,61,202,205,0.631087944326053,-0.7757112907044197,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001
12662,1,2.5649493574615367,8.24776483489823,16.45293103448276,7.674131620825337,8.793103448275861,372,0.1336206896551724,1.593073593073593,129,10.75,2,0.0086206896551724,49.0,2.0,3.0,0,6,3,0,3,2,4,0,1,1,1,0,2,0,10,0,2010,6,21,48,190,84,93,-0.39840108984624156,-0.9172113015054529,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001
15525,2,1.6094379124341003,6.700755709491232,4.5056666666666665,4.749451259100343,2.3,371,0.0,2.0670391061452515,133,33.25,2,0.0111111111111111,49.0,0.0,5.0,2,6,0,2,1,0,8,0,1,0,2,0,0,0,23,0,2010,5,15,192,185,68,46,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
17905,71,1.6094379124341003,6.687407814969928,23.536470588235293,42.11564107940673,11.970588235294118,302,0.0,9.12121212121212,33,8.25,0,0.0,68.0,2.0,2.0,2,5,0,2,1,2,8,3,3,0,1,0,0,0,23,0,2010,4,29,121,3,37,176,-0.39840108984624156,-0.9172113015054529,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
15485,30,1.3862943611198906,7.854381210652365,29.94186046511628,30.769113371600728,15.186046511627907,343,0.0,4.023529411764706,59,19.666666666666668,0,0.0,49.0,4.0,4.0,2,6,3,2,0,0,8,3,1,0,0,0,1,0,23,0,2010,12,12,147,92,83,17,-0.6310879443260528,-0.7757112907044198,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
12433,1,2.0794415416798357,9.501357128184585,31.847309523809525,27.0369316523465,26.35952380952381,372,0.0,0.883054892601432,219,31.285714285714285,0,0.0,38.0,3.0,2.0,0,2,3,4,1,2,5,0,1,0,0,0,0,0,15,0,2010,7,20,210,210,121,87,-0.39840108984624156,-0.9172113015054529,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
16955,185,1.791759469228055,6.205910382718996,18.98730769230769,13.03412031790172,9.461538461538462,188,0.0,7.48,18,3.6,1,0.0384615384615384,26.0,3.0,2.0,3,1,2,3,3,1,8,3,0,0,1,1,0,1,23,1,2010,9,25,40,178,73,29,0.3984010898462414,-0.917211301505453,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
15605,36,1.791759469228055,7.09026848407705,17.88402985074627,5.997743024924862,6.582089552238806,337,0.1641791044776119,5.075757575757576,61,12.2,0,0.0,35.0,1.0,1.0,2,2,0,4,2,2,8,3,2,1,1,0,1,0,23,0,2010,7,13,124,145,249,120,-0.39840108984624156,-0.9172113015054529,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004
18144,8,2.5649493574615367,7.969271263009071,67.18023255813955,69.31763942647582,31.232558139534884,365,0.0,8.547619047619047,27,2.25,0,0.0,21.0,5.0,0.0,0,0,3,0,2,2,8,0,1,0,0,0,2,0,23,0,2010,4,22,109,159,92,235,-0.39840108984624156,-0.9172113015054529,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001
14594,7,1.0986122886681098,5.944975483375027,7.166603773584904,4.222276520203575,3.490566037735849,365,0.0,7.019230769230769,48,24.0,0,0.0,49.0,1.0,0.0,2,6,2,2,1,2,8,0,1,0,2,0,1,0,23,0,2010,9,17,94,227,240,179,-0.39840108984624156,-0.9172113015054529,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
16456,99,1.791759469228055,7.678034782304972,19.44477477477478,22.178149805888875,10.342342342342342,273,0.5405405405405406,2.4727272727272727,80,16.0,0,0.0,75.0,6.0,4.0,2,5,3,1,1,1,8,3,0,2,1,0,2,0,23,1,2010,8,31,24,107,210,171,0.1361666490962471,-0.9906859460363306,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
12472,31,2.6390573296152584,8.73736914376116,15.932173913043478,17.09982888294754,10.281329923273658,342,0.289002557544757,0.8589743589743589,226,17.384615384615383,52,0.1329923273657289,43.0,4.0,5.0,0,2,3,4,1,0,4,3,2,1,1,0,0,0,10,0,2010,11,3,106,94,63,154,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
17346,4,2.833213344056216,7.868476207977202,5.192007952286282,6.33036259479739,3.2584493041749503,369,0.1630218687872763,0.7250996015936255,299,18.6875,3,0.0059642147117296,70.0,1.0,5.0,0,5,3,0,0,2,8,0,1,1,2,0,0,0,23,0,2010,11,14,255,95,35,67,-0.1361666490962464,-0.9906859460363308,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
17873,80,1.9459101490553132,7.47667621089884,38.35565217391305,34.974554347231354,21.717391304347824,293,0.0,6.488888888888889,24,4.0,2,0.0434782608695652,49.0,1.0,1.0,2,6,0,2,2,0,8,3,3,0,0,0,1,0,23,0,2010,11,30,134,180,129,180,-0.6310879443260528,-0.7757112907044198,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998
12921,4,3.9318256327243257,9.70453282839714,22.118407557354928,16.654215419661274,12.758434547908232,369,0.0553306342780027,0.4743243243243243,233,4.66,21,0.0283400809716599,64.0,0.0,2.0,0,4,3,0,0,2,8,0,1,1,1,0,1,0,23,0,2010,11,27,252,135,75,11,-0.39840108984624156,-0.9172113015054529,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
13468,2,3.7376696182833684,8.640958298750169,18.48611111111111,13.850907820424943,8.434640522875817,371,0.0620915032679738,1.147540983606557,184,4.487804878048781,4,0.0130718954248366,77.0,1.0,1.0,0,5,3,0,1,1,8,0,1,1,1,0,1,0,23,0,2010,11,19,36,148,63,80,0.3984010898462414,-0.917211301505453,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
17760,22,1.0986122886681098,5.668466129528634,11.5036,9.749326421177344,9.56,351,0.0,14.625,25,12.5,0,0.0,24.0,2.0,4.0,3,0,2,2,0,1,8,3,1,0,1,0,0,0,23,0,2010,9,7,191,197,88,30,0.3984010898462414,-0.917211301505453,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004
16928,80,2.995732273553991,7.9314644076235625,13.05868544600939,14.25893189652838,9.830985915492958,292,0.0751173708920187,1.3349056603773586,72,3.789473684210526,4,0.0187793427230046,61.0,0.0,5.0,0,4,3,2,3,2,8,3,3,1,1,0,0,0,23,0,2009,12,31,158,103,249,112,-0.39840108984624156,-0.9172113015054529,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001
16048,86,1.3862943611198906,5.5040705786581645,27.07666666666667,23.92909108177743,15.88888888888889,287,0.0,35.875,9,3.0,1,0.1111111111111111,49.0,1.0,3.0,3,6,2,2,1,0,8,3,3,0,0,1,0,2,23,0,2010,10,5,239,229,225,84,-0.816969893010442,-0.5766803221148672,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
14696,4,2.302585092994046,7.636737640551034,15.5712030075188,8.063297791169678,12.225563909774436,368,0.1203007518796992,2.765151515151515,117,13.0,3,0.0225563909774436,52.0,2.0,4.0,0,3,3,4,1,2,8,0,1,1,1,0,1,0,23,0,2010,9,12,27,102,163,38,-0.39840108984624156,-0.9172113015054529,-2.4492935982947064e-16,1.0,0.0,1.0
16539,3,1.6094379124341003,7.237641590214271,30.86244444444444,22.47097250348825,10.6,370,0.0,8.386363636363637,36,9.0,0,0.0,31.0,3.0,5.0,0,1,0,2,1,0,8,0,1,0,1,0,0,0,23,0,2010,6,2,232,60,70,32,-0.816969893010442,-0.5766803221148672,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
17025,61,1.3862943611198906,5.885464938384792,39.75222222222222,28.00574127646766,26.11111111111111,312,0.0,39.0,8,2.6666666666666665,0,0.0,49.0,2.0,5.0,3,6,2,2,1,0,8,3,3,0,0,1,2,0,23,0,2010,12,20,80,220,208,155,-0.816969893010442,-0.5766803221148672,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
13777,1,3.7376696182833684,10.156203498232518,117.57237442922376,185.71522702617065,58.465753424657535,372,0.0228310502283105,1.6330275229357798,40,0.975609756097561,22,0.1004566210045662,53.0,0.0,4.0,0,3,3,0,1,1,8,0,1,1,0,0,0,0,23,0,2009,12,25,245,131,177,213,0.3984010898462414,-0.917211301505453,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
17690,30,2.833213344056216,8.465994629383541,18.40484496124031,20.305655481377563,6.848837209302325,342,0.2441860465116279,1.303501945525292,186,11.625,2,0.0077519379844961,67.0,1.0,4.0,0,5,3,0,3,2,8,3,1,1,1,0,0,0,23,0,2010,12,14,102,254,102,30,-0.1361666490962464,-0.9906859460363308,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
12947,144,2.4849066497880004,7.250841310451011,13.663009708737864,21.216575920586774,11.233009708737864,229,0.0,2.215686274509804,83,7.545454545454546,6,0.058252427184466,49.0,1.0,1.0,2,6,0,1,2,1,8,3,0,0,1,0,0,3,23,1,2010,12,17,22,19,31,20,0.3984010898462414,-0.917211301505453,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001
17460,79,2.1972245773362196,6.1194839013220115,12.233243243243244,19.663950385025505,4.756756756756757,294,0.0,8.055555555555555,18,2.25,8,0.2162162162162162,49.0,4.0,5.0,2,6,2,2,0,1,8,3,3,0,2,1,2,0,23,0,2010,11,11,239,147,130,40,0.3984010898462414,-0.917211301505453,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0
18229,12,3.044522437723423,8.892735030873043,44.37134146341463,40.77111211955727,15.170731707317072,361,0.1890243902439024,2.147239263803681,66,3.3,0,0.0,19.0,0.0,-1.0,0,0,3,0,0,1,8,3,1,1,0,0,1,0,23,0,2010,7,28,167,91,72,109,0.3984010898462414,-0.917211301505453,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998
17069,28,2.6390573296152584,7.885035742482616,17.241688311688314,11.515352968698732,9.623376623376624,345,0.0,2.2222222222222223,111,8.538461538461538,11,0.0714285714285714,49.0,0.0,2.0,0,6,3,0,0,0,8,3,1,0,1,0,2,0,23,0,2010,3,15,239,78,199,17,-0.9976687691905393,-0.06824241336467046,-0.5000000000000004,0.8660254037844384,0.0,1.0
16835,128,1.0986122886681098,5.20866614459539,18.085,3.396898094831028,6.1,244,0.0,27.11111111111111,10,5.0,0,0.0,49.0,2.0,1.0,1,6,2,1,3,2,8,3,0,0,1,1,2,0,23,1,2010,2,9,153,88,74,127,-0.39840108984624156,-0.9172113015054529,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
13576,10,3.044522437723423,8.810653537444159,51.56384615384616,73.19332074818502,20.307692307692307,362,0.1,2.736434108527132,78,3.9,4,0.0307692307692307,49.0,1.0,2.0,0,6,3,0,0,0,8,3,1,1,0,0,0,0,23,0,2010,12,21,51,101,71,71,-0.6310879443260528,-0.7757112907044198,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
13090,9,2.9444389791664403,9.070088159438246,53.971366459627326,91.07089621894096,13.627329192546584,364,0.0683229813664596,2.23125,98,5.444444444444445,6,0.0372670807453416,35.0,1.0,2.0,0,2,3,0,0,1,8,3,1,1,1,0,1,0,23,0,2010,12,15,183,199,134,6,0.3984010898462414,-0.917211301505453,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004
15694,1,2.772588722239781,8.7680452906173,81.31139240506329,83.39076401134197,21.075949367088608,372,0.0379746835443038,4.6923076923076925,42,2.8,1,0.0126582278481012,43.0,0.0,4.0,0,2,3,0,1,1,8,0,1,1,0,0,2,0,23,0,2010,4,26,77,176,77,2,0.631087944326053,-0.7757112907044197,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
14741,12,1.9459101490553132,7.245897548892571,23.734576271186445,16.43983988952509,14.254237288135592,361,0.2203389830508474,6.189655172413793,35,5.833333333333333,0,0.0,49.0,2.0,5.0,0,6,0,4,1,1,8,3,1,1,1,0,1,0,23,0,2010,2,16,211,51,189,147,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0,0.0,1.0
14092,8,2.8903717578961645,8.310193621925333,18.72396313364056,10.744982892913557,9.497695852534562,365,0.1751152073732718,1.6574074074074074,117,6.882352941176471,3,0.0138248847926267,27.0,3.0,-1.0,0,1,3,0,1,2,8,0,1,1,1,0,0,0,23,0,2010,10,29,2,51,154,70,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
15752,40,2.1972245773362196,7.875092674833063,6.380898058252427,5.092401755480181,4.788834951456311,333,0.0,0.8004866180048662,236,29.5,1,0.0024271844660194,49.0,0.0,0.0,2,6,3,4,2,1,8,3,2,0,2,0,2,0,23,0,2010,11,19,136,57,246,178,0.1361666490962471,-0.9906859460363306,1.0,6.123233995736766e-17,0.0,1.0
14047,9,2.0794415416798357,7.163954424250674,37.94147058823529,44.22038095393605,11.088235294117649,364,0.0,10.969696969696969,22,3.142857142857143,2,0.0588235294117647,65.0,0.0,5.0,0,5,0,4,1,1,8,3,1,0,1,0,1,0,23,0,2010,9,6,149,241,123,36,0.1361666490962471,-0.9906859460363306,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
17017,3,3.332204510175204,9.056735709720861,31.99294776119403,25.38744606828186,24.67537313432836,369,0.0410447761194029,1.3408239700374531,88,3.259259259259259,16,0.0597014925373134,31.0,2.0,2.0,0,1,3,0,1,0,8,0,1,1,0,0,0,0,23,0,2010,9,13,122,180,2,217,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
