CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,AvgQuantityPerTransaction,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,NegativeQuantityCount,ReturnRatio,Age,RegistrationDate,LastLoginIP,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,CustomerType,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,ChurnRiskCategory,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country
12431,36,18,6416.389999999999,26.73495833333333,50.20159874263217,11.95,338,374,3,14,10,0.125,1.3849372384937235,163,9.055555555555555,4,0.0166666666666666,70.0,12/09/10,116.228.31.74,2.0,1.0,Champions,65+,VIP,Régulier,Automne,Après-midi,Océanie,Établi,Moyen,Semaine,Moyen,Explorateur,F,Active,Australia
17548,218,3,-141.48,-8.32235294117647,21.79515184892381,-7.764705882352941,155,374,2,10,12,0.0,9.6875,12,4.0,12,0.7058823529411765,,07/28/2010,52.203.185.78,2.0,4.0,Dormants,Inconnu,Low,Perdu,Hiver,Matin,UK,Jeune,Critique,Inconnu,Petit,Modéré,F,Active,United Kingdom
13705,8,3,711.86,25.423571428571428,29.77312934874216,12.964285714285714,366,374,0,9,12,0.0,13.51851851851852,25,8.333333333333334,0,0.0,41.0,24/10/10,3.185.161.135,1.0,5.0,Fidèles,35-44,High,Occasionnel,Hiver,Matin,UK,Ancien,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom
13747,374,1,79.6,79.6,0.0,8.0,0,374,2,10,12,0.0,,1,1.0,0,0.0,,2010-06-12,4.167.48.254,2.0,-1.0,Dormants,Inconnu,Low,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Moyen,Spécialisé,Unknown,Active,United Kingdom
13448,17,10,3465.6700000000005,17.415427135678396,13.9076639976737,8.231155778894472,357,374,1,12,9,0.0,1.7828282828282829,137,13.7,4,0.0201005025125628,,05/10/2010,17.237.226.96,3.0,1.0,Champions,Inconnu,VIP,Hyperactif,Automne,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom
15862,8,4,832.88,5.665850340136054,6.137081078919305,3.979591836734694,365,374,3,11,12,0.0,2.493150684931507,142,35.5,0,0.0,61.0,16/09/10,244.70.182.97,1.0,1.0,Fidèles,55-64,High,Occasionnel,Hiver,Matin,UK,Ancien,Faible,Inconnu,Petit,Explorateur,F,Suspended,United Kingdom
15513,31,22,14520.080000000002,46.24229299363058,49.33480116740088,17.659235668789808,342,374,3,12,3,0.1687898089171974,1.0702875399361025,183,8.318181818181818,6,0.019108280254777,47.0,2010-07-24,8.114.253.181,3.0,5.0,Champions,45-54,VIP,Régulier,Printemps,Midi,UK,Établi,Moyen,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom
12791,374,1,192.6,96.3,114.97556262093264,48.5,0,374,2,11,12,0.0,0.0,2,2.0,0,0.0,55.0,10/18/2010,228.5.197.47,3.0,2.0,Dormants,55-64,Medium,Perdu,Hiver,Matin,Europe continentale,Nouveau,Critique,Inconnu,Grand,Spécialisé,F,Suspended,Netherlands
16218,30,8,3054.87,33.943,28.548470411021825,23.07777777777778,343,374,2,11,12,0.0666666666666666,3.831460674157303,56,7.0,6,0.0666666666666666,,07/12/10,202.40.122.135,3.0,3.0,Champions,Inconnu,VIP,Régulier,Hiver,Matin,UK,Établi,Faible,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom
14307,89,6,2995.72,16.642888888888887,7.1135332104509565,11.433333333333334,284,374,2,9,12,0.0,1.5754189944134078,150,25.0,0,0.0,38.0,11/15/2010,171.77.175.49,3.0,4.0,Fidèles,35-44,VIP,Occasionnel,Hiver,Matin,UK,Établi,Élevé,Inconnu,Moyen,Explorateur,F,Active,United Kingdom
17908,374,1,243.28,4.194482758620689,3.4974608194957733,2.9827586206896552,0,374,2,11,12,0.0,0.0,51,51.0,0,0.0,50.0,09/10/10,86.54.18.27,2.0,1.0,Dormants,45-54,Medium,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom
17920,4,17,4204.1,6.040373563218392,8.370918354927017,3.614942528735632,369,374,4,14,12,0.2183908045977011,0.516546762589928,407,23.94117647058824,0,0.0,,2010-11-22,72.134.203.221,3.0,3.0,Champions,Inconnu,VIP,Hyperactif,Hiver,Après-midi,UK,Ancien,Faible,Semaine,Petit,Explorateur,M,Active,United Kingdom
13255,4,3,390.66,27.90428571428572,23.04183209672413,12.428571428571429,369,374,2,13,11,0.0,28.384615384615383,13,4.333333333333333,1,0.0714285714285714,39.0,17/09/10,71.150.187.175,1.0,1.0,Fidèles,35-44,Medium,Occasionnel,Automne,Midi,UK,Ancien,Faible,Inconnu,Moyen,Modéré,F,Active,United Kingdom
16583,374,1,233.45,16.675,1.976472187432018,7.928571428571429,0,374,2,12,12,0.0,0.0,14,14.0,0,0.0,78.0,2010-06-01,117.246.196.32,2.0,1.0,Dormants,65+,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,F,Active,United Kingdom
18085,330,2,689.9499999999999,23.791379310344823,17.99679569180063,9.137931034482758,43,374,3,15,1,0.0,1.5357142857142858,25,12.5,0,0.0,61.0,06/03/2010,211.109.97.1,2.0,2.0,Potentiels,55-64,High,Perdu,Hiver,Après-midi,UK,Jeune,Critique,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom
13758,12,7,3190.55,27.26965811965812,22.17251330891097,15.760683760683762,361,374,6,15,5,0.4786324786324786,3.0948275862068964,104,14.857142857142858,0,0.0,,24/08/10,182.174.169.248,3.0,3.0,Champions,Inconnu,VIP,Régulier,Printemps,Après-midi,UK,Établi,Faible,Semaine,Grand,Explorateur,F,Active,United Kingdom
15983,22,4,1475.02,13.053274336283186,15.413203838782298,7.893805309734513,351,374,3,12,12,0.0,3.125,82,20.5,0,0.0,44.0,01/22/2010,160.30.46.220,3.0,-1.0,Champions,35-44,High,Occasionnel,Hiver,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom
14849,22,28,7904.280000000001,20.16397959183673,14.508505979568442,14.428571428571429,351,374,3,11,6,0.0,0.887468030690537,159,5.678571428571429,4,0.010204081632653,76.0,03/08/10,105.180.96.217,2.0,4.0,Champions,65+,VIP,Hyperactif,Été,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom
17968,374,1,277.35,3.2629411764705885,2.852236308720635,1.8823529411764703,0,374,2,12,12,0.0,0.0,74,74.0,0,0.0,80.0,2010-10-31,226.61.225.141,1.0,0.0,Dormants,65+,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom
17897,173,4,541.1,4.705217391304348,8.761843448168955,1.9391304347826088,200,374,0,11,12,0.0,1.7543859649122806,100,25.0,1,0.008695652173913,45.0,11/09/10,126.61.120.172,2.0,3.0,Potentiels,45-54,High,Nouveau,Hiver,Matin,UK,Établi,Critique,Inconnu,Petit,Explorateur,M,Active,United Kingdom
17377,24,21,3925.92,9.369737470167063,16.0671952539341,4.952267303102626,349,374,0,10,11,0.1408114558472553,0.8157894736842105,191,9.095238095238097,1,0.0023866348448687,77.0,2010-11-22,241.190.121.172,3.0,-1.0,Champions,65+,VIP,Hyperactif,Automne,Matin,UK,Établi,Faible,Semaine,Petit,Explorateur,F,Active,United Kingdom
16552,243,2,379.73,22.33705882352941,18.437844154315428,12.882352941176473,130,374,0,10,4,0.0,8.125,17,8.5,0,0.0,33.0,08/31/2010,48.202.59.185,1.0,2.0,Potentiels,25-34,Medium,Perdu,Printemps,Matin,UK,Jeune,Critique,Inconnu,Moyen,Modéré,M,Active,United Kingdom
17181,57,2,239.92,10.431304347826083,21.67213739183182,10.478260869565217,316,374,3,14,10,0.0,14.363636363636363,23,11.5,0,0.0,32.0,18/08/10,223.236.11.25,2.0,3.0,Potentiels,25-34,Medium,Occasionnel,Automne,Après-midi,UK,Établi,Moyen,Inconnu,Moyen,Explorateur,M,Active,United Kingdom
17951,40,4,990.8400000000004,47.18285714285715,50.33315379974289,29.047619047619047,333,374,0,12,10,0.0,16.65,18,4.5,1,0.0476190476190476,,2010-11-04,189.46.54.244,1.0,4.0,Fidèles,Inconnu,High,Occasionnel,Automne,Midi,UK,Établi,Moyen,Inconnu,Grand,Modéré,Unknown,Active,United Kingdom
14729,374,1,313.49000000000007,4.415352112676057,3.77889206400346,2.7746478873239435,0,374,2,12,12,0.0,0.0,69,69.0,0,0.0,79.0,03/19/2010,237.34.251.84,3.0,3.0,Potentiels,65+,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Petit,Explorateur,F,Active,United Kingdom
15012,54,2,423.04,3.305,2.477535923446622,1.8046875,319,374,0,12,10,0.0,2.5118110236220472,110,55.0,0,0.0,79.0,2010-08-27,227.253.93.116,1.0,3.0,Potentiels,65+,Medium,Occasionnel,Automne,Midi,UK,Établi,Moyen,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom
12868,186,6,1607.0600000000002,15.0192523364486,5.904255373135322,8.672897196261681,187,374,2,15,1,0.0,1.7452830188679245,72,12.0,0,0.0,,10/17/2010,76.133.76.221,6.0,0.0,Fidèles,Inconnu,High,Perdu,Hiver,Après-midi,UK,Établi,Critique,Inconnu,Moyen,Explorateur,F,Active,United Kingdom
17572,71,4,226.75,18.89583333333333,3.697939127119155,7.916666666666667,302,373,2,12,4,0.0,27.27272727272728,7,1.75,0,0.0,61.0,09/09/10,163.212.37.188,2.0,1.0,Potentiels,55-64,Medium,Occasionnel,Printemps,Midi,UK,Établi,Élevé,Inconnu,Moyen,Modéré,Unknown,Pending,United Kingdom
14078,102,6,1049.37,16.144153846153845,32.05769383530982,4.769230769230769,271,373,2,12,6,0.0,4.203125,46,7.666666666666667,0,0.0,72.0,2010-12-03,193.144.30.201,1.0,2.0,Fidèles,65+,High,Nouveau,Été,Midi,UK,Établi,Critique,Inconnu,Petit,Explorateur,M,Active,United Kingdom
14001,46,4,2030.33,50.75825,53.16003761683278,23.975,327,373,1,9,4,0.0,8.35897435897436,35,8.75,1,0.025,69.0,11/27/2010,42.61.202.205,2.0,3.0,Fidèles,65+,VIP,Occasionnel,Printemps,Matin,UK,Établi,Moyen,Inconnu,Grand,Explorateur,F,Active,United Kingdom
12662,1,12,3817.08,16.45293103448276,7.674131620825337,8.793103448275861,372,373,1,13,6,0.1336206896551724,1.593073593073593,129,10.75,2,0.0086206896551724,,21/06/10,48.190.84.93,2.0,3.0,Champions,Inconnu,VIP,Hyperactif,Été,Midi,Europe continentale,Ancien,Faible,Semaine,Moyen,Explorateur,Unknown,Active,Germany
15525,2,4,811.02,4.5056666666666665,4.749451259100343,2.3,371,373,2,14,12,0.0,2.0670391061452515,133,33.25,2,0.0111111111111111,,2010-05-15,192.185.68.46,0.0,5.0,Fidèles,Inconnu,High,Occasionnel,Hiver,Après-midi,UK,Ancien,Faible,Inconnu,Petit,Explorateur,F,Active,United Kingdom
14237,373,1,161.00000000000003,17.888888888888893,6.67845312262586,4.222222222222222,0,373,2,13,12,0.0,0.0,9,9.0,0,0.0,54.0,07/23/2010,113.28.229.77,3.0,2.0,Dormants,45-54,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Petit,Modéré,Unknown,Active,United Kingdom
17905,71,4,800.24,23.536470588235293,42.11564107940673,11.970588235294118,302,373,2,13,12,0.0,9.12121212121212,33,8.25,0,0.0,68.0,29/04/10,121.3.37.176,2.0,2.0,Fidèles,65+,High,Occasionnel,Hiver,Midi,UK,Établi,Élevé,Inconnu,Moyen,Explorateur,F,Active,United Kingdom
15485,30,3,2575.0,29.94186046511628,30.769113371600728,15.186046511627907,343,373,2,14,11,0.0,4.023529411764706,59,19.666666666666668,0,0.0,,2010-12-12,147.92.83.17,4.0,4.0,Fidèles,Inconnu,VIP,Occasionnel,Automne,Après-midi,UK,Établi,Faible,Inconnu,Grand,Explorateur,M,Active,United Kingdom
12433,1,7,13375.87,31.847309523809525,27.0369316523465,26.35952380952381,372,373,2,13,12,0.0,0.883054892601432,219,31.285714285714285,0,0.0,38.0,07/20/2010,210.210.121.87,3.0,2.0,Champions,35-44,VIP,Régulier,Hiver,Midi,Europe du Nord,Ancien,Faible,Inconnu,Grand,Explorateur,F,Active,Norway
16955,185,5,493.67,18.98730769230769,13.03412031790172,9.461538461538462,188,373,2,10,6,0.0,7.48,18,3.6,1,0.0384615384615384,26.0,25/09/10,40.178.73.29,3.0,2.0,Potentiels,25-34,Medium,Perdu,Été,Matin,UK,Établi,Critique,Inconnu,Moyen,Modéré,F,Closed,United Kingdom
15350,373,1,115.65,23.130000000000003,4.628660713424566,10.2,0,373,2,13,12,0.0,0.0,5,5.0,0,0.0,,2010-10-06,179.42.29.66,1.0,3.0,Dormants,Inconnu,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,Unknown,Pending,United Kingdom
15605,36,5,1198.23,17.88402985074627,5.997743024924862,6.582089552238806,337,373,4,13,4,0.1641791044776119,5.075757575757576,61,12.2,0,0.0,35.0,07/13/2010,124.145.249.120,1.0,1.0,Fidèles,35-44,High,Régulier,Printemps,Midi,UK,Établi,Moyen,Semaine,Moyen,Explorateur,M,Active,United Kingdom
18144,8,12,2888.7500000000005,67.18023255813955,69.31763942647582,31.232558139534884,365,373,1,13,4,0.0,8.547619047619047,27,2.25,0,0.0,21.0,22/04/10,109.159.92.235,5.0,0.0,Champions,18-24,VIP,Hyperactif,Printemps,Midi,UK,Ancien,Faible,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom
15922,372,2,363.6000000000001,30.300000000000008,19.81780650186732,11.333333333333334,0,373,2,13,12,0.0,0.0,11,5.5,1,0.0833333333333333,42.0,2010-10-26,112.52.167.60,1.0,5.0,Potentiels,35-44,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,Unknown,Suspended,United Kingdom
14594,7,2,379.8299999999999,7.166603773584904,4.222276520203575,3.490566037735849,365,373,2,13,12,0.0,7.019230769230769,48,24.0,0,0.0,,09/17/2010,94.227.240.179,1.0,0.0,Fidèles,Inconnu,Medium,Occasionnel,Hiver,Midi,UK,Ancien,Faible,Inconnu,Petit,Explorateur,M,Active,United Kingdom
15165,373,1,487.75,18.064814814814813,4.12512971392357,5.925925925925926,0,373,2,14,12,0.0,0.0,27,27.0,0,0.0,,03/09/10,212.144.98.14,3.0,1.0,Potentiels,Inconnu,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Explorateur,F,Pending,United Kingdom
16456,99,5,2158.3700000000003,19.44477477477478,22.178149805888875,10.342342342342342,273,373,6,11,2,0.5405405405405406,2.4727272727272727,80,16.0,0,0.0,75.0,08/31/2010,24.107.210.171,6.0,4.0,Fidèles,65+,VIP,Nouveau,Hiver,Matin,UK,Établi,Critique,Weekend,Moyen,Explorateur,Unknown,Active,United Kingdom
12472,31,13,6229.48,15.932173913043478,17.09982888294754,10.281329923273658,342,373,2,14,12,0.289002557544757,0.8589743589743589,226,17.384615384615383,52,0.1329923273657289,43.0,2010-11-03,106.94.63.154,4.0,5.0,Champions,35-44,VIP,Régulier,Hiver,Après-midi,Europe continentale,Établi,Moyen,Semaine,Moyen,Explorateur,F,Active,Germany
17346,4,16,2611.58,5.192007952286282,6.33036259479739,3.2584493041749503,369,373,3,12,10,0.1630218687872763,0.7250996015936255,299,18.6875,3,0.0059642147117296,70.0,11/14/2010,255.95.35.67,1.0,5.0,Champions,65+,VIP,Hyperactif,Automne,Midi,UK,Ancien,Faible,Semaine,Petit,Explorateur,F,Active,United Kingdom
17643,373,1,101.55,12.69375,2.691579130229264,8.875,0,373,2,14,12,0.0,0.0,8,8.0,0,0.0,19.0,27/12/10,56.40.253.157,2.0,3.0,Dormants,18-24,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,Unknown,Active,United Kingdom
17873,80,6,1764.3600000000004,38.35565217391305,34.974554347231354,21.717391304347824,293,373,2,14,3,0.0,6.488888888888889,24,4.0,2,0.0434782608695652,,2010-11-30,134.180.129.180,1.0,1.0,Fidèles,Inconnu,High,Occasionnel,Printemps,Après-midi,UK,Établi,Élevé,Inconnu,Grand,Explorateur,M,Active,United Kingdom
13093,267,13,7741.47,45.53805882352941,49.04616622788497,23.194117647058825,106,373,3,15,1,0.0,0.5976331360946746,99,7.615384615384615,11,0.0647058823529411,,08/21/2010,24.102.162.115,4.0,1.0,Fidèles,Inconnu,VIP,Perdu,Hiver,Après-midi,UK,Jeune,Critique,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom
13468,2,41,5656.75,18.48611111111111,13.850907820424943,8.434640522875817,371,373,3,10,12,0.0620915032679738,1.147540983606557,184,4.487804878048781,4,0.0130718954248366,77.0,2010-11-19,36.148.63.80,1.0,1.0,Champions,65+,VIP,Hyperactif,Hiver,Matin,UK,Ancien,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom
17760,22,2,287.59000000000003,11.5036,9.749326421177344,9.56,351,373,4,10,11,0.0,14.625,25,12.5,0,0.0,24.0,09/07/2010,191.197.88.30,2.0,4.0,Potentiels,18-24,Medium,Occasionnel,Automne,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom
16928,80,19,2781.5,13.05868544600939,14.25893189652838,9.830985915492958,292,373,1,13,6,0.0751173708920187,1.3349056603773586,72,3.789473684210526,4,0.0187793427230046,61.0,31/12/09,158.103.249.112,0.0,5.0,Champions,55-64,VIP,Occasionnel,Été,Midi,UK,Établi,Élevé,Semaine,Moyen,Explorateur,F,Active,United Kingdom
16048,86,3,243.69000000000003,27.07666666666667,23.92909108177743,15.88888888888889,287,373,2,15,12,0.0,35.875,9,3.0,1,0.1111111111111111,,2010-10-05,239.229.225.84,1.0,3.0,Potentiels,Inconnu,Medium,Occasionnel,Hiver,Après-midi,UK,Établi,Élevé,Inconnu,Grand,Modéré,F,Pending,United Kingdom
16274,373,1,357.94999999999993,5.342537313432834,5.06367256328172,2.313432835820896,0,373,2,15,12,0.0,0.0,64,64.0,0,0.0,,08/18/2010,246.150.105.250,0.0,5.0,Potentiels,Inconnu,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Petit,Explorateur,F,Active,United Kingdom
14496,312,2,538.8100000000001,28.35842105263158,30.674277726379927,8.368421052631579,61,373,1,9,2,0.0,3.388888888888889,16,8.0,0,0.0,64.0,17/09/10,189.21.37.246,2.0,5.0,Potentiels,55-64,High,Perdu,Hiver,Matin,UK,Jeune,Critique,Inconnu,Moyen,Modéré,F,Active,United Kingdom
14696,4,9,2070.9700000000003,15.5712030075188,8.063297791169678,12.225563909774436,368,373,0,13,12,0.1203007518796992,2.765151515151515,117,13.0,3,0.0225563909774436,52.0,2010-09-12,27.102.163.38,2.0,4.0,Champions,45-54,VIP,Régulier,Hiver,Midi,UK,Ancien,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom
16539,3,4,1388.81,30.86244444444444,22.47097250348825,10.6,370,373,2,15,12,0.0,8.386363636363637,36,9.0,0,0.0,31.0,06/02/2010,232.60.70.32,3.0,5.0,Champions,25-34,High,Occasionnel,Hiver,Après-midi,UK,Ancien,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom
17025,61,3,357.77,39.75222222222222,28.00574127646766,26.11111111111111,312,373,2,15,12,0.0,39.0,8,2.6666666666666665,0,0.0,,20/12/10,80.220.208.155,2.0,5.0,Potentiels,Inconnu,Medium,Occasionnel,Hiver,Après-midi,UK,Établi,Élevé,Inconnu,Grand,Modéré,Unknown,Active,United Kingdom
17690,30,16,4748.45,18.40484496124031,20.305655481377563,6.848837209302325,342,373,2,12,6,0.2441860465116279,1.303501945525292,186,11.625,2,0.0077519379844961,67.0,12/14/2010,102.254.102.30,1.0,4.0,Champions,65+,VIP,Hyperactif,Été,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,United Kingdom
12947,144,11,1407.2900000000002,13.663009708737864,21.216575920586774,11.233009708737864,229,373,1,10,4,0.0,2.215686274509804,83,7.545454545454546,6,0.058252427184466,,17/12/10,22.19.31.20,1.0,1.0,Fidèles,Inconnu,High,Nouveau,Printemps,Matin,UK,Établi,Critique,Inconnu,Moyen,Explorateur,F,Suspended,United Kingdom
17460,79,8,452.63000000000005,12.233243243243244,19.663950385025505,4.756756756756757,294,373,3,10,9,0.0,8.055555555555555,18,2.25,8,0.2162162162162162,,2010-11-11,239.147.130.40,4.0,5.0,Fidèles,Inconnu,Medium,Occasionnel,Automne,Matin,UK,Établi,Élevé,Inconnu,Petit,Modéré,Unknown,Active,United Kingdom
14142,373,1,311.81,14.17318181818182,5.99713533706571,14.227272727272728,0,373,2,16,12,0.0,0.0,22,22.0,0,0.0,79.0,10/12/09,182.27.79.140,2.0,99.0,Potentiels,65+,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom
17069,28,13,2655.2200000000003,17.241688311688314,11.515352968698732,9.623376623376624,345,373,0,17,11,0.0,2.2222222222222223,111,8.538461538461538,11,0.0714285714285714,,2010-03-15,239.78.199.17,0.0,2.0,Champions,Inconnu,VIP,Hyperactif,Automne,Après-midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom
13065,373,1,205.86,14.704285714285714,4.704480212088693,5.285714285714286,0,373,2,16,12,0.0,0.0,14,14.0,0,0.0,71.0,10/26/2010,218.229.84.138,1.0,4.0,Dormants,65+,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,Unknown,Active,United Kingdom
16835,128,2,180.85,18.085,3.396898094831028,6.1,244,373,2,13,8,0.0,27.11111111111111,10,5.0,0,0.0,,2010-02-09,153.88.74.127,2.0,1.0,Dormants,Inconnu,Medium,Nouveau,Été,Midi,UK,Établi,Critique,Inconnu,Moyen,Modéré,Unknown,Active,United Kingdom
15235,218,12,2247.51,15.716853146853149,5.708313731863454,9.258741258741258,155,373,3,9,12,0.0279720279720279,1.0633802816901408,132,11.0,0,0.0,,10/05/2010,194.102.96.163,3.0,5.0,Fidèles,Inconnu,VIP,Perdu,Hiver,Matin,UK,Jeune,Critique,Semaine,Moyen,Explorateur,M,Suspended,United Kingdom
13576,10,20,6703.300000000001,51.56384615384616,73.19332074818502,20.307692307692307,362,373,2,14,11,0.1,2.736434108527132,78,3.9,4,0.0307692307692307,,21/12/10,51.101.71.71,1.0,2.0,Champions,Inconnu,VIP,Hyperactif,Automne,Après-midi,UK,Établi,Faible,Semaine,Grand,Explorateur,F,Active,United Kingdom
